depth.cm,AgeCal,Pinus,Abies,Cedrus,Juniperus,Picea,Taxus,Betula,Corylus,Alnus,Carpinus,Salix,Ulmus,Populus,Acer,Fraxinus,Fagus,Tilia,Juglans,Castanea,Semideciduous.Quercus,Evergreen.Quercus,Ilex.Aquifolium,Sambucus,Viburnum,Tamarix,Buxus,Oleaceae,Pistacia,Rhamnus,Ephedra,Myrtus,Thymelaea,Myrica,Arbutus.unedo,Ericaceae,Rosaceae,Ribes,Sanguisorba,Genista,Cistaceae,Helianthemum,Lamiaceae,Hedera.helix,Poaceae,Cerealia,Lygeum.spartum,Artemisia,Cichorioideae,Asteroidae,Carduae,Centaurea,Rubiaceae,Chenopodiaceae,Caryophyllaceae,Plantago,Resedaceae,Brassicaceae,Gentiana,Saxifragaceae,Fabaceae,Lotus.t,Trifolium.t,Fumariaceae,Potentilla,Filipendula,Boraginaceae,Linum,Corydalis,Urticaceae,Cannabis.Humulus.t,Mentha.t,Rumex,Plumbaginaceae,Berberidaceae,Euphorbiaceae,Primulaceae,Scrophulariaceae,Papaver,Geraniaceae,Campanulaceae,Dipsacaceae,Malvaceae,Violaceae,Valerianaceae,Convolvulaceae,Polygonaceae,Liliaceae,Asphodelus,Iridaceae,Crocus.t,Colchicum,Crassulaceae,Epilobium,Aristolochia,Orobanche,Onagraceae,Apiaceae,Ranunculaceae,Cyperaceae,Typhaceae,Juncus,Sparganium,Thalictrum,Lythrum,Stratiotes,Utricularia,Ledum.palustre,Ranunculus,Pedicularis,Myriophyllum,Lemna,Nymphaea,Nuphar,Potamogeton,Isoetes,Alisma,Callitriche,Asplenium,Spora.monolete.ornate,Spora.monolete,Spora.trilete.ornate,Spora.trilete,Polypodium,Botrychium,Pteris,Equisetum,Selaginella,Undet,Lycopodium
7142,128949.6,16,0,0,18,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,5,0,0,1,2,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,5,0,55,0,0,30,7,5,0,0,0,30,7,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,10,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,190
7147,129007.1,47,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,8,21,9,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,56
7152,129070.4,18,0,0,5,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0,102,0,0,8,12,5,1,0,0,36,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,169
7163,129202.7,42,2,3,43,1,0,0,2,1,0,5,0,1,0,0,0,0,2,2,20,13,0,0,0,4,0,3,2,0,1,0,0,0,0,0,5,0,0,0,1,1,2,0,92,0,0,21,3,5,2,0,0,42,3,6,0,3,0,0,6,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,19,21,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,5,2,0,0,0,0,0,0,0,19,40
7173,129328.7,51,4,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,11,2,14,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,47
7178,129389.1,45,0,0,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,70,0,0,13,2,6,0,0,0,20,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,96
7185,129476.1,45,3,0,19,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,7,2,0,0,0,2,0,4,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,73,0,0,7,2,24,0,0,0,37,0,0,0,3,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,8,1,0,0,0,0,0,0,15,10
7189,129526.9,31,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,123,0,0,3,19,10,0,1,0,17,6,1,0,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,35,11,3,0,0,0,0,0,0,0,1,0,27,0,2,3,0,0,0,0,1,25,0,0,0,0,0,0,0,50,0
7214,129828.4,47,0,0,31,0,0,1,1,1,0,3,0,1,0,1,0,0,0,2,4,9,0,0,0,3,0,0,1,0,3,0,0,0,0,2,3,0,0,0,1,0,0,0,24,0,0,73,0,5,0,1,0,9,0,3,0,1,0,0,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,5,8,9,16,0,3,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26,628
7224,129954.4,79,1,0,12,0,0,1,0,0,0,11,1,0,0,0,5,1,0,1,4,4,0,1,0,2,0,3,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,30,0,0,25,2,15,0,0,0,18,0,1,0,0,1,0,7,15,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,38,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,20,6
7234,130075.3,74,0,0,16,0,0,0,0,0,0,19,2,0,0,10,0,2,0,0,6,12,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,49,0,0,33,5,8,0,0,0,12,0,0,0,2,1,1,4,5,0,0,0,0,0,1,0,0,0,0,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,16,0,1,0,0,0,0,0,0,1,0,2,0,1,4,0,0,2,0,2,1,0,0,0,0,0,0,0,7,9
7245,130212.2,9,0,0,74,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,10,4,0,0,0,3,0,2,3,0,8,0,0,0,0,1,2,0,0,3,0,2,2,0,97,0,0,20,4,8,0,0,2,15,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,38,10,2,4,0,0,0,0,0,1,4,6,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,20,12
7259,130382.3,28,0,0,23,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,1,1,4,0,50,0,0,20,4,4,0,2,1,25,4,3,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,1,2,26,31,1,2,0,0,0,0,0,0,1,4,2,0,6,15,0,2,1,0,0,6,0,0,0,0,0,0,0,18,243
7264,130454.1,33,0,0,46,0,0,0,0,0,0,3,3,1,0,3,0,0,0,0,5,3,0,1,0,2,1,1,1,0,4,0,0,0,0,0,1,0,0,4,1,0,1,0,49,0,0,19,5,12,1,2,0,34,2,3,0,3,1,0,0,2,2,2,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,5,15,24,2,0,0,0,0,0,0,0,0,4,7,0,0,11,0,0,0,0,0,3,0,1,0,0,0,0,0,40,256
7295,130909.1,20,0,0,30,0,0,0,0,3,0,2,4,1,0,1,0,0,0,0,2,12,0,0,0,1,0,1,0,0,3,0,0,0,0,3,2,0,0,2,0,2,3,0,60,0,0,12,5,5,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,498
7304,131044,40,0,0,43,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,12,8,0,0,0,2,0,2,0,0,2,0,0,0,0,0,3,0,0,2,2,2,7,0,38,0,0,37,2,2,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,3,31,23,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,26,7
7309,131118.7,58,3,3,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,90,0,0,20,2,4,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,47
7314,131192.4,52,0,0,23,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,69,0,0,23,2,11,0,2,0,31,0,1,0,1,0,1,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,19,17,0,5,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,25,797
7319,131270.6,26,2,0,41,0,0,0,1,0,0,4,2,0,0,3,0,0,1,0,2,16,0,0,0,2,1,3,0,0,2,0,0,0,0,0,2,0,0,1,2,0,2,0,90,0,0,20,8,4,0,3,0,25,0,1,0,1,1,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,5,16,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,45,226
