AgeCal (Valero-Garces et al 2019),Composite depth (cm),MS
72964.9,4023.80,5.1805697
72966.3,4024.00,4.90759561
72969.4,4024.30,4.60976763
72972.5,4024.60,4.42792553
72978.2,4024.90,4.0670912
72979.7,4025.10,3.82348979
72980.8,4025.40,2.87419861
72984.5,4025.70,2.71528883
72988.4,4026.00,2.70225815
72989.2,4026.20,2.61340558
72992.9,4026.50,2.37139206
72995.4,4026.80,2.08353609
72996.9,4027.00,3.25363559
72998,4027.30,5.56041028
73000.5,4027.60,4.48239366
73006.6,4027.90,1.81783535
73006.9,4028.10,1.86674507
73013.1,4028.40,1.81574227
73014.9,4028.70,2.00225815
73019.3,4029.00,2.08924931
73022.6,4029.20,2.30225815
73024.4,4029.50,0.964384536
73026.2,4029.80,1.77066412
73027.5,4030.10,0.874396139
73027.5,4030.30,1.63676094
73028.8,4030.60,2.6722575
73030.8,4030.90,1.38449925
73033.9,4031.20,2.03728887
73036.6,4031.40,1.65327386
73038.6,4031.70,2.17378656
73043.6,4032.00,2.93505634
73048.6,4032.30,2.93505634
73050.1,4032.50,3.1210201
73053.1,4032.80,3.79407116
73057.6,4033.10,2.39619271
73062.2,4033.30,3.07803892
73064.7,4033.60,3.32846118
73068.4,4033.90,3.61372045
73072,4034.20,3.03987223
73074.3,4034.40,3.34120124
73076.3,4034.70,3.44120124
73079.2,4035.00,3.40522077
73083.5,4035.30,3.56329695
73086.5,4035.50,3.60225815
73092.7,4035.80,3.26674507
73095.2,4036.10,3.43743136
73096.5,4036.40,3.30225815
73099.8,4036.60,3.11528883
73104.5,4036.90,3.05451246
73106.7,4037.20,3.47419861
73105.9,4037.50,1.46774292
73107.4,4037.70,3.72348979
73111.3,4038.00,3.42834141
73116.2,4038.40,2.94731195
73119.3,4038.80,3.38735036
73125.4,4039.10,3.15396252
73129.2,4039.50,3.35363559
73134.9,4039.90,3.26672845
73142.4,4040.30,2.91507794
73146,4040.70,2.2722575
73148.5,4041.00,2.97419861
73149.7,4041.40,3.30759561
73156.8,4041.80,3.20225815
73165.9,4042.20,3.02282076
73168,4042.60,3.23358185
73169,4042.90,2.95957723
73171.8,4043.30,3.19554468
73176.4,4043.70,3.19595878
73183,4044.10,3.29840949
73188.5,4044.50,4.04141594
73193.2,4044.90,3.13569581
73192.4,4045.20,2.88232945
73196.4,4045.60,3.2241889
73199.9,4046.00,3.60595238
73203.9,4046.40,3.78353609
73208.1,4046.80,3.01157464
73210.5,4047.10,2.26438454
73213.5,4047.50,2.4635143
73220.1,4047.90,2.92647986
73225.7,4048.30,2.59703796
73228.6,4048.70,2.15128118
73231.8,4049.00,2.43728887
73235.8,4049.40,2.34811458
73238.2,4049.80,2.8241889
73244.4,4050.20,2.84738938
73246.8,4050.60,5.38120349
73250.1,4050.90,4.43469026
73252.9,4051.30,3.73940423
73258.4,4051.70,3.59587007
73259.6,4052.10,3.25876778
73262.7,4052.50,2.83505537
73265.8,4052.80,1.54234226
73272,4053.20,1.42791196
73274.8,4053.60,2.55675055
73279.5,4054.00,5.1635143
73280.5,4054.40,2.15422742
73282.8,4054.80,2.65794102
73284.1,4055.10,2.89722497
73294,4055.50,2.40359091
73297.6,4055.90,2.78735036
73299.2,4056.30,1.72640721
73298.6,4056.70,1.78376568
73302.5,4057.00,3.05251744
73306,4057.40,3.67041827
73312.4,4057.80,2.0865524
73315.5,4058.20,1.67930989
73319.5,4058.60,1.34283127
73322.8,4058.90,2.55164332
73327.6,4059.30,3.35179914
73329.8,4059.70,2.52374722
73333.9,4060.10,1.82642566
73339.8,4060.50,2.49457718
73346.1,4060.80,2.97695758
73347.3,4061.20,3.68613662
73350.8,4061.60,2.56344676
73355.6,4062.00,3.31755301
73359.6,4062.40,3.48239436
73363.8,4062.70,3.72647986
73366.5,4063.10,3.87933984
73370.4,4063.50,3.67933984
73374.4,4063.90,0.273786563
73380,4064.30,3.90795621
73382.1,4064.60,3.79619271
73385.4,4065.00,3.25179914
73388.6,4065.40,2.37160227
73393,4065.80,2.82640721
73398.9,4066.20,3.37066412
73404.1,4066.60,3.55861167
73408.1,4066.90,3.04982526
73412.1,4067.30,2.99840949
73416.3,4067.70,3.09840949
73418,4068.10,3.74616439
73422.7,4068.50,3.64731195
73425.2,4068.80,2.99415266
73430.1,4069.20,2.84121697
73433.9,4069.60,2.50144981
73440.8,4070.00,2.84929595
73445.8,4070.40,2.64929595
73450,4070.70,2.71261639
73454.3,4071.10,2.97041827
73458.4,4071.50,3.82282076
73462.6,4071.90,4.42330558
73466.9,4072.30,3.90336419
73470.4,4072.70,3.4014903
73473.4,4073.00,3.37520127
73479.2,4073.40,3.09723508
73482.4,4073.80,2.612979
73488.5,4074.20,3.31150407
73494.4,4074.60,2.4672906
73500.1,4075.00,3.53472991
73503.5,4075.30,2.21330665
73508.7,4075.70,3.30709473
73513.1,4076.10,2.9934791
73516,4076.50,3.29457718
73520.9,4076.90,4.99408858
73527.2,4077.30,4.94738938
73529.7,4077.60,5.04738938
73534.6,4078.00,5.35957723
73540.5,4078.40,4.92984361
73543.5,4078.80,4.94587758
73548.7,4079.20,3.51902279
73551.6,4079.60,3.01361879
73555,4079.90,5.92467403
73556,4080.30,5.77667775
73559.8,4080.70,5.36474825
73566.8,4081.10,5.41060516
73569.6,4081.50,4.50463029
73574.7,4081.90,3.92153271
73579,4082.20,3.27520127
73583,4082.60,3.23181107
73586.5,4083.00,4.161571
73591.3,4083.40,4.50336419
73595.2,4083.80,3.79722497
73596.5,4084.20,4.1014903
73599.3,4084.50,5.761571
73601.8,4084.90,6.29149136
73604.4,4085.30,5.64913591
73608.8,4085.70,6.40336419
73609.7,4086.10,5.08738991
73615,4086.50,5.38708371
73618,4086.80,5.61755301
73621.1,4087.20,5.41755301
73625.1,4087.60,5.21150407
73628.6,4088.00,5.9014903
73630.6,4088.40,6.69722497
73636.8,4088.80,6.85327386
73639.2,4089.10,7.16104724
73644.7,4089.50,7.861571
73648.7,4089.90,7.98404138
73649.1,4090.30,9.361571
73655.6,4090.70,9.49149136
73658.6,4091.10,10.3848822
73662.2,4091.40,8.75675055
73664.3,4091.80,7.01748029
73668.9,4092.20,6.43681348
73674,4092.60,3.37397234
73675.1,4093.00,3.06242517
73682.4,4093.40,4.12664759
73684.9,4093.70,4.78449925
73688.7,4094.10,6.47254363
73694.2,4094.50,6.48393073
73700.6,4094.90,6.80332305
73704.1,4095.30,5.37439614
73708,4095.70,6.89503069
73712.6,4096.00,4.78612312
73717.4,4096.40,8.59226311
73721.9,4096.80,3.07933984
73727.4,4097.20,2.08612312
73729.9,4097.60,2.79316103
73738.6,4098.00,4.34007767
73742.2,4098.30,2.53015852
73742.8,4098.70,2.23518673
73746.4,4099.10,2.59581766
73748.8,4099.50,2.81438774
73752.8,4099.90,2.94913591
73757.4,4100.30,2.77254363
73761.4,4100.60,2.92199924
73765.6,4101.00,1.90069026
73772.5,4101.40,2.8494421
73778,4101.80,2.20194228
73783.1,4102.20,2.3938908
73789,4102.60,3.312979
73792.1,4102.90,4.09722497
73795.7,4103.30,3.14572738
73800.9,4103.70,3.57695758
73804.3,4104.10,3.84811458
73808.7,4104.50,4.11253072
73813.3,4104.90,4.56383574
73814.8,4105.20,4.94738938
73817.8,4105.60,5.65958764
73822.3,4106.00,4.37517193
73828.2,4106.40,3.05067962
73835.1,4106.80,4.92984361
73841,4107.20,4.95179914
73845.6,4107.50,4.48488217
73849.6,4107.90,5.22528134
73853.2,4108.30,5.00463029
73856.8,4108.70,4.60336419
73860.3,4109.10,4.90144981
73866.3,4109.50,5.51962039
73869.8,4109.80,6.3523
73872.8,4110.20,6.8274649
73875.8,4110.60,5.61060516
73883.9,4111.00,5.54731195
73888.4,4111.40,6.31962039
73890.4,4111.80,5.99595878
73893.9,4112.10,6.20052429
73896.5,4112.50,6.27954892
73897.1,4112.90,6.80052429
73903.1,4113.30,6.75344284
73908.6,4113.70,6.78003656
73909.2,4114.10,6.85363559
73910.3,4114.40,6.45363559
73916.2,4114.80,6.29606894
73923.2,4115.20,6.18239366
73928.6,4115.60,5.88299897
73931.7,4116.00,5.5171739
73936.6,4116.40,5.24821861
73937.7,4116.70,5.76672845
73942.2,4117.10,13.2503533
73948.2,4117.50,17.2545125
73952.6,4117.90,8.44141594
73958.1,4118.30,5.82715944
73960.6,4118.70,4.96041028
73963.6,4119.00,4.63723546
73967.1,4119.40,4.12984361
73971.2,4119.80,6.21528883
73972.3,4120.20,6.64141594
73976.3,4120.60,7.55035334
73980.7,4121.00,7.67954892
73988,4121.30,8.00522077
73993.8,4121.70,7.74731195
74000.5,4122.10,7.37154696
74002.2,4122.50,6.3722575
74005.7,4122.90,6.51507794
74009.7,4123.30,6.60271133
74012.2,4123.60,6.87803892
74015.2,4124.00,7.85901745
74017.3,4124.40,7.68623372
74021.3,4124.80,7.0316876
74026.6,4125.20,6.74377445
74029.8,4125.60,7.09840949
74032.3,4125.90,7.07407778
74037.2,4126.30,6.99840949
74043.5,4126.70,6.84731195
74047.6,4127.10,6.62282076
74050.2,4127.50,6.65958764
74054.7,4127.90,6.83505634
74057.2,4128.20,7.17803892
74060.7,4128.60,6.96474825
74062.9,4129.00,6.40571622
74066.4,4129.40,6.57803892
74068.1,4129.80,6.5274649
74071.6,4130.20,6.09554468
74074.7,4130.50,5.93505537
74076.3,4130.90,6.17066412
74081.2,4131.30,6.04738938
74086.6,4131.70,5.5722575
74090.1,4132.10,5.37407778
74096.5,4132.50,5.55957723
74098.5,4132.80,6.01060516
74102.9,4133.20,5.72282076
74108.8,4133.60,6.34682406
74114.6,4134.00,6.81507794
74120.3,4134.40,7.27407778
74123.9,4134.80,7.34762686
74127.8,4135.10,7.24762686
74132.2,4135.50,7.28353609
74135.7,4135.90,7.19554468
74137.4,4136.30,7.08224389
74140,4136.70,6.86280255
74143.2,4137.10,7.15901745
74146.7,4137.40,7.08376568
74153,4137.80,7.01261639
74157.5,4138.20,6.82362895
74162.4,4138.60,7.19619271
74167.9,4139.00,7.14929595
74170.3,4139.40,6.59415266
74173.3,4139.70,6.81889142
74179.7,4140.10,6.72993431
74182.4,4140.50,6.44587758
74189.3,4140.90,5.82984361
74192.8,4141.30,5.31494803
74200.1,4141.70,5.55118293
74199.3,4142.00,5.89432809
74209.3,4142.40,4.13505537
74214.8,4142.80,5.61261639
74223.3,4143.20,5.68376568
74229.4,4143.60,5.2049118
74231.9,4144.00,5.83505537
74235.6,4144.30,4.88404138
74240,4144.70,5.52640721
74241.7,4145.10,5.59220983
74246.6,4145.50,5.11889142
74254.9,4145.90,4.96383574
74261.1,4146.30,5.35702805
74264.9,4146.60,5.08498084
74267.8,4147.00,5.26076761
74274.1,4147.40,5.52640721
74275.8,4147.80,4.66280255
74282.9,4148.20,4.92362895
74292,4148.60,4.18150723
74294.3,4148.90,4.84594074
74301.2,4149.30,4.77160227
74310.8,4149.70,4.5635143
74314.5,4150.10,4.50328092
74321.6,4150.50,4.20738139
74323.9,4150.90,3.08488217
74330,4151.20,2.93728887
74331,4151.60,2.861571
74336.2,4152.00,2.90463029
74340.6,4152.40,3.18404138
74342.9,4152.80,3.80738139
74348.4,4153.20,3.97153787
74350.5,4153.50,4.18150723
74353.6,4153.90,3.87439614
74355.6,4154.30,3.6791737
74359.5,4154.70,4.62685763
74367.6,4155.10,4.96684654
74370.4,4155.50,4.47510756
74373.1,4155.80,5.42423098
74380.5,4156.20,5.18404138
74387.2,4156.60,5.07377013
74391.8,4157.00,1.55901745
74397.1,4157.40,3.10595238
74400.9,4157.80,5.24616439
74401,4158.10,5.39670349
74403.9,4158.50,5.08403728
74409.8,4158.90,5.00271133
74413.3,4159.30,5.65035334
74411.3,4159.70,5.54616439
74416,4160.10,5.05958764
74411.4,4160.40,5.60271133
74414.3,4160.80,4.58224389
74415.4,4161.20,5.01889142
74418.8,4161.60,6.95958764
74425.4,4162.00,5.6210201
74429.3,4162.40,6.55396252
74430.3,4162.70,7.34738938
74441.8,4163.50,7.74377445
74441.4,4163.90,7.04762686
74446.3,4164.30,7.50359091
74448.1,4164.60,7.7210201
74454.9,4165.00,7.95958764
74460.6,4165.40,7.14738938
74461.5,4165.80,7.77954892
74461.6,4166.20,6.64738938
74463.3,4166.60,7.06672845
74467.1,4166.90,6.64150772
74472,4167.30,5.65363559
74476,4167.70,5.81340558
74471.8,4168.10,5.57419861
74478.2,4168.50,7.01528883
74481,4168.80,7.50522077
74488.5,4169.20,7.91528883
74492.5,4169.60,7.42834141
74491.3,4170.00,6.95451246
74494.9,4170.40,6.37626226
74498.2,4170.80,6.77419861
74503.7,4171.10,6.84141594
74508.5,4171.50,6.96674507
74512.7,4171.90,8.11962039
74517.2,4172.30,6.51755301
74522.6,4172.70,8.48735036
74529.6,4173.00,8.32834141
74538.5,4173.40,7.4210201
74544.5,4173.80,7.58735036
74543.1,4174.20,6.53987223
74548.5,4174.60,6.13505537
74546.4,4174.90,7.83723546
74550.2,4175.30,7.59670349
74557.5,4175.70,8.73358848
74564.5,4176.10,7.40847909
74565,4176.50,8.06874173
74567.6,4176.90,8.01325955
74570.5,4177.20,7.29407116
74566.2,4177.60,6.75363559
74573,4178.00,5.9210201
74580.6,4178.50,5.56674507
74583.2,4179.00,5.56329695
74594.9,4179.60,5.71528883
74597.9,4180.10,6.04017967
74603.4,4180.60,5.62693889
74613.9,4181.10,5.60052429
74618.8,4181.60,4.56474825
74623.4,4182.10,4.33505634
74629.6,4182.70,5.01340558
74630.5,4183.20,4.14616439
74629.2,4183.70,4.17626226
74636.1,4184.20,4.34141594
74635.8,4184.70,3.45876778
74639.7,4185.20,3.47139206
74642.5,4185.80,3.66474825
74652,4186.30,4.35876778
74653.3,4186.80,4.490365
74658.7,4187.30,5.0523
74659.7,4187.80,5.390365
74666.3,4188.30,5.69840949
74666.9,4188.90,5.65861167
74672.6,4189.40,5.41060516
74681.8,4189.90,5.1274649
74687.6,4190.40,5.2210201
74691.2,4190.90,5.35876778
74696.3,4191.40,5.7210201
74699.8,4192.00,6.43987223
74700.4,4192.50,6.87407778
74700.9,4193.00,6.74121697
74707.7,4193.50,8.290365
74709.8,4194.00,8.82282076
74714,4194.60,8.59529218
74711.6,4195.10,8.81060516
74721.4,4195.60,8.74762686
74729.5,4196.10,8.34377445
74733.6,4196.60,8.62282076
74742.1,4197.10,8.20757276
74754.4,4197.70,8.87407778
74760.6,4198.20,8.68623372
74768.5,4198.70,8.41962039
74776.5,4199.20,8.42282076
74780.2,4199.70,7.92330558
74784.1,4200.20,8.31060516
74786.9,4200.80,8.39554468
74795.5,4201.30,8.48353609
74802.1,4201.80,7.8241889
74809.2,4202.30,7.18239436
74818.7,4202.80,7.99408858
74816.8,4203.30,7.20144981
74819.5,4203.90,7.85958764
74824.5,4204.40,7.49840949
74833,4204.90,7.56194164
74837.6,4205.40,9.83569581
74843.1,4205.90,12.1628026
74848.5,4206.40,12.2821734
74854.6,4207.00,13.4350554
74855,4207.50,12.6233056
74859.8,4208.00,13.6940135
74868.6,4208.50,12.5057162
74873.4,4209.00,10.8178353
74883.7,4209.60,7.4241889
74893.5,4210.10,9.83778808
74896.1,4210.60,15.9283414
74891.8,4211.10,28.4140079
74900.4,4211.60,6.61962039
74908.2,4212.10,8.12640721
74915.7,4212.70,8.91499002
74918.1,4213.20,9.20742222
74919.4,4213.70,9.77066412
74924.2,4214.20,10.3299343
74927.1,4214.70,11.2264072
74926.1,4215.20,12.9607676
74929.4,4215.80,14.3378425
74936.1,4216.30,14.2264072
74941.8,4216.80,15.386526
74951.4,4217.30,12.01499
74947.5,4217.80,10.2035909
74942.9,4218.30,11.3961927
74946.7,4218.90,10.01499
74943.7,4219.40,10.2961927
74945.8,4219.90,9.90571622
74948.6,4220.40,9.79703796
74959.6,4220.90,9.86383574
74968.2,4221.40,9.71962039
74975,4222.00,9.22647986
74982,4222.50,10.2014498
74989,4223.00,9.86819601
74995.6,4223.50,10.9961927
75001.8,4224.00,11.7525174
75011.9,4224.60,16.2347446
75017.7,4225.10,26.3264072
75024.6,4225.60,30.423629
75036.1,4226.10,36.0014498
75036.9,4226.60,32.557028
75042.9,4227.10,18.5458776
75050.1,4227.70,16.21499
75058,4228.20,28.3638357
75053.4,4228.70,19.2793815
75053,4229.20,19.3837657
75059.1,4229.70,27.2722575
75069.2,4230.20,38.3035909
75074.9,4230.80,53.3638357
75078.9,4231.30,71.9057162
75080.9,4231.80,84.241217
75079.5,4232.30,31.0525174
75081.9,4232.80,24.5751719
75091.2,4233.30,25.5186694
75092.6,4233.90,35.1228208
75101,4234.40,42.9252813
75103.1,4234.90,34.5961927
75114.4,4235.40,24.3458776
75123,4235.90,24.7264072
75130.4,4236.40,25.5473894
75139.9,4237.00,28.2955447
75145,4237.50,28.6264799
75151.9,4238.00,16.8839307
75156.3,4238.50,16.0416347
75155.2,4239.00,22.2033642
75161.8,4239.50,27.586526
75163.8,4240.00,24.4186694
75168.9,4240.50,20.1074222
75174.1,4241.10,19.6638357
75178.7,4241.60,39.372684
75181.2,4242.10,39.049296
75188,4242.60,28.3586117
75190.2,4243.10,33.0174378
75192.7,4243.60,33.2350554
75193.3,4244.10,42.7357799
75200.9,4244.60,17.7586117
75200.9,4245.10,11.8297375
75206.7,4245.60,14.2517991
75210.3,4246.10,33.114948
75213.6,4246.60,23.0174378
75222.1,4247.20,15.2174378
75232,4247.70,14.3586117
75236.5,4248.20,13.8350554
75242.5,4248.70,13.4586117
75247.2,4249.20,16.6297375
75253.3,4249.70,27.7174378
75259.7,4250.20,17.5822439
75266.2,4250.70,18.2822439
75271.6,4251.20,16.7595772
75280.4,4251.70,16.8955447
75283.5,4252.20,26.3638357
75287.5,4252.70,24.0704183
75294.1,4253.30,20.0352721
75299.9,4253.80,18.657028
75305.5,4254.30,24.6590175
75303.2,4254.80,26.1586117
75313.2,4255.30,26.0178353
75319.5,4255.80,23.6530455
75327.1,4256.30,24.6793815
75325.8,4256.80,29.7073814
75324.3,4257.30,33.9793815
75331.7,4257.80,32.0595772
75336.3,4258.30,27.549296
75338.4,4258.80,17.5793398
75345.3,4259.40,15.1955447
75351.1,4259.90,12.9075728
75351,4260.40,16.0316876
75354.9,4260.90,15.9059524
75362.1,4261.40,23.0437745
75368.7,4261.90,34.5862337
75371.4,4262.40,22.6241889
75372.7,4262.90,17.3704183
75375.3,4263.40,16.6719748
75378.6,4263.90,14.9595772
75385.6,4264.40,17.4972351
75391.3,4264.90,24.8220497
75394.7,4265.50,20.0274649
75395.1,4266.00,20.0967035
75395.7,4266.50,19.4093907
75399.3,4267.00,18.2647482
75410.7,4267.50,15.1523
75415.3,4268.00,16.067631
75422.8,4268.50,19.7075956
75431,4269.00,11.3861366
75431.5,4269.50,11.6237281
75427,4270.00,9.96454991
75433.4,4270.50,4.34496095
75437.9,4271.10,6.75652136
75443.2,4271.60,10.553808
75451.7,4272.10,13.2070461
75458.4,4272.60,15.8775559
75462.5,4273.10,17.1604103
75465.5,4273.60,18.3960689
75469.3,4274.10,19.6933672
75475.1,4274.60,25.5309785
75478.1,4275.10,18.7284612
75480.1,4275.60,15.5461644
75485.8,4276.10,17.5335818
75490.4,4276.60,13.4718835
75496.6,4277.20,13.0398722
75499.6,4277.70,15.2228208
75507.5,4278.20,17.2740778
75516.3,4278.70,15.847312
75523,4279.20,15.171547
75529.3,4279.70,14.0481146
75536.9,4280.20,14.6241889
75542.5,4280.70,23.6933672
75549.1,4281.20,25.1241889
75552.2,4281.70,25.6196204
75553,4282.20,22.1297375
75557.8,4282.70,21.3704183
75558,4283.30,25.2297375
75560.6,4283.80,20.0835361
75567.2,4284.30,20.6704183
75572.5,4284.80,27.6837657
75576.4,4285.30,17.4619416
75584.4,4285.80,13.2952922
75587.4,4286.30,13.0174378
75592.8,4286.80,13.1035909
75596.7,4287.30,14.7241889
75603.1,4287.80,12.2476269
75605.4,4288.30,12.0264072
75613.4,4288.80,12.3586117
75618.3,4289.40,10.9835361
75624.7,4289.90,10.1246199
75632,4290.40,9.08738991
75636.5,4290.90,10.0722575
75642.6,4291.40,10.3835361
75649.4,4291.90,9.46280255
75658.2,4292.40,7.81568752
75661.2,4292.90,9.34120124
75669.3,4293.40,9.87407778
75676,4293.90,9.99840949
75680.8,4294.40,9.71060516
75686,4294.90,8.9316876
75694.5,4295.50,9.07188345
75701.7,4296.00,8.94731195
75705.9,4296.50,9.41507794
75710.8,4297.00,9.50847909
75714.4,4297.50,8.62846118
75717.6,4298.00,7.65396252
75722.6,4298.50,7.14388965
75727.9,4299.00,6.56329695
75730.9,4299.50,6.87721702
75733.9,4300.00,7.07954892
75740.2,4300.50,7.68003656
75742.6,4301.00,8.2670912
75749.5,4301.50,8.70976763
75758,4302.00,8.08003656
75766.3,4302.50,7.11340558
75770.1,4303.00,6.29336721
75773.3,4303.50,5.24120124
75777.4,4304.00,5.75511311
75786,4304.50,6.24628071
75791,4305.00,3.01866941
75794.2,4305.50,3.13505634
75798.1,4306.00,3.02984361
75804.9,4306.50,4.30336419
75809,4307.00,4.33563024
75817.7,4307.50,4.47268398
75823.7,4308.00,4.28613662
75828.9,4308.50,3.91253072
75833,4309.00,3.58232945
75839.8,4309.50,3.40522077
75845.8,4310.00,3.29407116
75852.1,4310.50,3.23217555
75858.5,4311.00,44.7234898
75861.5,4311.50,37.9961544
75866.2,4312.00,17.1073047
75870.5,4312.50,6.77300799
75875.9,4313.00,3.72170429
75879.5,4313.50,1.07626226
75884.4,4314.00,1.02834141
75888.7,4314.50,-0.976307366
75894.1,4315.00,1.23505634
75896.8,4315.50,1.43505634
75899.7,4316.00,1.67139206
75904.1,4316.50,2.94017967
75907.9,4317.00,4.50328092
75912,4317.50,6.21372045
75917.5,4318.00,3.93097848
75920,4318.50,1.92461987
75925.1,4319.00,1.62993431
75927.7,4319.50,1.67188345
75930.9,4320.00,2.07626226
75932.6,4320.50,2.08003656
75935.9,4321.00,2.99226311
75941.4,4321.50,2.90440494
75945.7,4322.00,3.15353148
75949.4,4322.50,3.37334281
75957.1,4323.00,2.88173495
75965.6,4323.50,3.84154218
75971.8,4324.00,2.90150946
75977.4,4324.50,2.5380516
75981,4325.00,2.7380516
75987.6,4325.50,1.81600532
75992.1,4326.00,2.57379197
75997.2,4326.50,2.3614693
76000.6,4327.00,2.31898395
76006.9,4327.50,3.22372812
76012,4328.00,3.10704608
76016.6,4328.50,3.07619362
76021.1,4329.00,3.2924599
76026.3,4329.50,2.97619362
76032.2,4330.00,3.38601679
76039.1,4330.50,3.39823778
76046.7,4331.00,3.50707801
76050.6,4331.50,3.52399192
76058,4332.00,3.52074546
76063.1,4332.50,3.56595843
76069.2,4333.00,3.80141467
76076.5,4333.50,3.20850736
76080.3,4334.00,3.88601344
76086.4,4334.50,4.01223349
76091.6,4335.00,4.00474663
76093.6,4335.50,3.76255782
76097.8,4336.00,5.16263319
76104.8,4336.50,6.21061249
76111.4,4337.00,3.07214586
76115.1,4337.50,3.88213426
76798.8,4404.00,2.80141467
76803.9,4404.50,2.70150946
76811.3,4405.00,2.59788744
76814.7,4405.50,2.64060872
76826.3,4406.00,2.43940423
76827.7,4406.50,2.45876623
76829.7,4407.00,2.11325955
76832.8,4407.50,1.48403728
76835.9,4408.00,2.15100471
76843.3,4408.50,1.88735036
76851.2,4409.00,1.61528883
76853.5,4409.50,1.96672845
76858.8,4410.00,1.74017967
76862.3,4410.50,1.52834141
76868.6,4411.00,1.59336721
76875.6,4411.50,1.16672845
76880.1,4412.00,0.867091199
76888.2,4412.50,0.618088868
76889.6,4413.00,1.36874173
76901.5,4413.50,-0.375380132
76906.3,4414.00,0.595292179
76913.6,4414.50,1.42834141
76917.9,4415.00,1.56329695
76920.4,4415.50,2.12679283
76923.7,4416.00,1.88403728
76929.9,4416.50,1.93358185
76937,4417.00,3.32171508
76941.7,4417.50,3.41024983
76945.1,4418.00,3.16595843
76949.3,4418.50,2.97259023
76954.9,4419.00,4.66109797
76959,4419.50,0.701509463
76967.1,4420.00,3.2255862
76974.2,4420.50,0.764590674
76978.1,4421.00,0.619984849
76981.4,4421.50,3.62519104
76986.8,4422.00,2.04715938
76994.2,4422.50,4.91421963
76998.3,4423.00,2.84457052
77002.7,4423.50,3.18601344
77008.4,4424.00,2.50405983
77015.7,4424.50,2.4380516
77022.5,4425.00,2.33133354
77028.4,4425.50,2.28173495
77033.3,4426.00,2.22171508
77042.4,4426.50,2.36908199
77046.1,4427.00,1.96041028
77048.6,4427.50,2.45876623
77053.5,4428.00,2.14570371
77054.8,4428.50,2.38150565
77065.6,4429.00,2.33142643
77072,4429.50,2.38150565
77079,4430.00,1.47954892
77082.8,4430.50,1.65451246
77086.9,4431.00,2.06900299
77092.1,4431.50,2.72175516
77096.1,4432.00,2.77830264
77100.6,4432.50,2.89160611
77103.4,4433.00,2.85353148
77106.3,4433.50,2.82251359
77108.4,4434.00,2.85353148
77113.6,4434.50,2.95510843
77117.6,4435.00,2.8924599
77121.4,4435.50,2.53327874
77130.2,4436.00,2.58258416
77134.8,4436.50,2.08553133
77140.1,4437.00,3.25380797
77145.9,4437.50,2.61898395
77149.9,4438.00,3.57755587
77158.9,4438.50,3.38150565
77165.3,4439.00,3.08239366
77169.9,4439.50,3.01372045
77173.2,4440.00,3.06763104
77176.6,4440.50,3.08735036
77180.7,4441.00,2.84017967
77184.1,4441.50,2.66672845
77197.2,4442.00,2.88299897
77203,4442.50,2.29407116
77208.1,4443.00,2.49938353
77211.5,4443.50,1.59840949
77219.7,4444.00,1.57188345
77223.8,4444.50,1.97139206
77230.9,4445.00,1.81507794
77235.7,4445.50,2.15344284
77244.5,4446.00,1.23505537
77253.8,4446.50,1.88970638
77259.2,4447.00,0.970664125
77263.4,4447.50,1.02282076
77270.1,4448.00,0.745940743
77278.8,4448.50,1.95179914
77285.8,4449.00,2.32984361
77291.4,4449.50,2.67938151
77295.1,4450.00,2.61743776
77300.6,4450.50,2.22973751
77305.6,4451.00,2.14762686
77313.2,4451.50,1.97041827
77317.8,4452.00,1.60144981
77321.8,4452.50,2.64762686
77328.1,4453.00,2.59408858
77332.6,4453.50,2.53577988
77339.1,4454.00,2.48376568
77344.1,4454.50,2.9523
77350.4,4455.00,1.7903862
77358.5,4455.50,2.29408858
77366.9,4456.00,1.98232945
77370.7,4456.50,0.005024056
77377.6,4457.00,1.14502113
77380.1,4457.50,1.60428633
77385.1,4458.00,1.48150723
77387.4,4458.50,2.82461987
77394,4459.00,3.18217341
77396.8,4459.50,4.02640721
77397.5,4460.00,2.24234226
77401.9,4460.50,3.38613662
77408.9,4461.00,3.20463029
77415.4,4461.50,2.94326508
77421.5,4462.00,2.31438774
77425.3,4462.50,2.69432809
77427.6,4463.00,4.20742222
77432.8,4463.50,3.63474456
77447,4464.50,3.26819601
77453.7,4465.00,3.37517193
77455.4,4465.50,3.79529218
77457.3,4466.00,3.94738938
77461.4,4466.50,4.07041827
77464.8,4467.00,3.99401347
77469.3,4467.50,3.88376568
77476.1,4468.00,3.22647986
77479.4,4468.50,3.7378425
77489.2,4469.00,3.07933984
77491.7,4469.50,3.10795621
77498.1,4470.00,3.22647986
77503.7,4470.50,3.14811458
77507.4,4471.00,2.69276071
77514.7,4471.50,1.87160227
77518.8,4472.00,1.36684654
77524.3,4472.50,1.65662572
77529.8,4473.00,0.75061978
77535,4473.50,1.04326508
77542.8,4474.00,0.593904399
77546.4,4474.50,0.02719691
77552.5,4475.00,0.640077667
77556.2,4475.50,1.0014903
77559.8,4476.00,0.483930726
77562,4476.50,0.122049652
77569.6,4477.00,0.53103212
77574.7,4477.50,1.58341007
77578.5,4478.00,0.293479099
77580.6,4478.50,-0.029583244
77582.9,4479.00,0.803364192
77588.4,4479.50,0.803364192
77594.6,4480.00,1.08652604
77601.3,4480.50,0.39276071
